id,vertex,lat,lon,name,localityName,code,direction,description,locationType,locationSubType,wheelchairBoarding,routeIds,stopColorType,style,parentStationId,type
BKK_F01218,BKK:BKK_F01218,47.48913,19.092218,Orczy tér,1087,F01218,99,3727,0,,True,"['BKK_0090', 'BKK_2175', 'BKK_9090', 'BKK_9091']",BUS,"{'colors': ['000000', '009EE3', 'E41F18']}",BKK_CSF01217,TROLLEYBUS
BKK_F01217,BKK:BKK_F01217,47.490336,19.090123,Orczy tér,1086,F01217,142,3725,0,,True,[],BUS,{'colors': ['777777']},BKK_CSF01217,BUS
BKK_F01205,BKK:BKK_F01205,47.489388,19.071638,Harminckettesek tere,1082,F01205,81,3701,0,,True,"['BKK_4720', 'BKK_4830', 'BKK_0090', 'BKK_9090', 'BKK_9091']",BUS,"{'colors': ['000000', '009EE3', 'E41F18']}",BKK_CSF01199,TROLLEYBUS
BKK_F01204,BKK:BKK_F01204,47.489514,19.071306,Harminckettesek tere,1082,F01204,-97,3699,0,,True,"['BKK_4720', 'BKK_4830', 'BKK_0090', 'BKK_9090']",BUS,"{'colors': ['000000', '009EE3', 'E41F18']}",BKK_CSF01199,TROLLEYBUS
BKK_F01203,BKK:BKK_F01203,47.492686,19.070935,Rákóczi tér M,1085,F01203,-177,3697,0,,True,"['BKK_VP06', 'BKK_9230']",BUS,"{'colors': ['000000', '009EE3']}",BKK_CSF01200,BUS
BKK_F01202,BKK:BKK_F01202,47.492731,19.07128,Rákóczi tér M,1085,F01202,5,3695,0,,True,"['BKK_VP06', 'BKK_9230']",BUS,"{'colors': ['000000', '009EE3']}",BKK_CSF01200,BUS
BKK_F01201,BKK:BKK_F01201,47.492383,19.071016,Rákóczi tér M,1085,F01201,-176,3693,0,,True,"['BKK_3040', 'BKK_3060']",BUS,{'colors': ['FFD800']},BKK_CSF01200,TRAM
BKK_F01200,BKK:BKK_F01200,47.492851,19.071188,Rákóczi tér M,1085,F01200,5,3691,0,,True,"['BKK_3040', 'BKK_3060']",BUS,{'colors': ['FFD800']},BKK_CSF01200,TRAM
BKK_F01209,BKK:BKK_F01209,47.492381,19.078579,Mátyás tér,1084,F01209,152,3709,0,,True,['BKK_0990'],BUS,{'colors': ['009EE3']},BKK_CSF01209,BUS
BKK_F01208,BKK:BKK_F01208,47.489377,19.077397,Horváth Mihály tér,1082,F01208,96,3707,0,,True,"['BKK_4720', 'BKK_4830', 'BKK_0090', 'BKK_9090', 'BKK_9091']",BUS,"{'colors': ['000000', '009EE3', 'E41F18']}",BKK_CSF01207,TROLLEYBUS
